State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,15/03/2026,5000,6000,5500
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,15/03/2026,3000,4000,3500
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,15/03/2026,2500,4500,3500
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,15/03/2026,800,1000,900
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,15/03/2026,2000,2500,2250
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,15/03/2026,4000,5000,4500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,15/03/2026,3000,4000,3500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,15/03/2026,6000,7000,6500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,15/03/2026,500,1000,750
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,15/03/2026,1000,2000,1500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,15/03/2026,4000,5000,4500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,15/03/2026,2000,3000,2500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Groundnut,"Big (With Shell)",Local,15/03/2026,5000,6000,5500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,15/03/2026,4000,5000,4500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,15/03/2026,1500,1800,1650
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,15/03/2026,1800,2000,1900
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,15/03/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,15/03/2026,4000,5000,4500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,15/03/2026,2500,3000,2750
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,15/03/2026,5000,6000,5500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,15/03/2026,5000,8000,6500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,15/03/2026,7000,7500,7250
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,15/03/2026,5000,6000,5500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Marigold(Calcutta),Marigold(Calcutta),Local,15/03/2026,10000,10000,10000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,15/03/2026,14000,16000,15000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,15/03/2026,2500,3000,2750
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC","Mousambi(Sweet Lime)",Mousambi,Local,15/03/2026,7000,8000,7500
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,15/03/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,15/03/2026,2000,2400,2200
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,15/03/2026,4000,6000,5000
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,15/03/2026,7000,8000,7500
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,15/03/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,15/03/2026,5500,6000,5750
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Mashrooms,Mashrooms,Local,15/03/2026,22500,25000,23750
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,15/03/2026,2500,2800,2650
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,15/03/2026,5000,5500,5250
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,15/03/2026,4000,5000,4500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,15/03/2026,4000,5000,4500
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,15/03/2026,5000,5500,5250
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,15/03/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,15/03/2026,1800,2000,1900
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,15/03/2026,4200,4500,4350
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,15/03/2026,2500,3000,2750
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,15/03/2026,1500,1800,1650
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,15/03/2026,5000,5400,5200
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,15/03/2026,5500,6000,5750
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,15/03/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,15/03/2026,1500,2000,1750
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,15/03/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,15/03/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,15/03/2026,5500,6000,5750
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,15/03/2026,3000,4000,3500
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,15/03/2026,2800,3000,2900
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,15/03/2026,5000,5500,5250
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,15/03/2026,2000,2500,2250
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,15/03/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Potato,Other,Local,15/03/2026,3000,4000,3500
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,15/03/2026,15000,18000,16500
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,15/03/2026,4000,5500,4750
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,15/03/2026,4500,4500,4500
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,15/03/2026,2000,2500,2250
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,15/03/2026,2500,3000,2750
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,15/03/2026,1500,2000,1750
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,15/03/2026,4500,4500,4500
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,15/03/2026,4000,6500,5250
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,15/03/2026,5500,6500,6000
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC","Tamarind Fruit","Tamarind Fruit",Local,15/03/2026,15000,16000,15500
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,15/03/2026,2500,3000,2750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,15/03/2026,4000,5000,4500
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,15/03/2026,2500,3000,2750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,15/03/2026,1500,2000,1750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,15/03/2026,1500,2000,1750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,15/03/2026,1500,2000,1750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,15/03/2026,5500,6000,5750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,15/03/2026,3600,4000,3800
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,15/03/2026,2500,3000,2750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,15/03/2026,3000,3000,3000
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,15/03/2026,6500,7000,6750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,15/03/2026,5500,6000,5750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,15/03/2026,5500,6000,5750
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,15/03/2026,13000,16000,14500
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Tapioca,Tapioca,Local,15/03/2026,2000,2400,2200
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,15/03/2026,6000,7000,6500
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,15/03/2026,2500,3000,2750
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,15/03/2026,7000,7500,7250
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC","Amla(Nelli Kai)",Amla,Local,15/03/2026,6500,7000,6750
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC","Mousambi(Sweet Lime)",Mousambi,Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,15/03/2026,1600,1800,1700
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,15/03/2026,4900,5400,5150
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,15/03/2026,4700,5200,4950
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,15/03/2026,6000,7000,6500
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,15/03/2026,4000,5000,4500
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,15/03/2026,7000,8000,7500
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC",Fig(Anjura/Anjeer),Anjura,Local,15/03/2026,13000,15000,14000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC",Rose(Local),"Rose (Local)",Local,15/03/2026,14000,16000,15000
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,15/03/2026,1500,2000,1750
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,15/03/2026,5000,5500,5250
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,15/03/2026,4800,5200,5000
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,15/03/2026,2000,2500,2250
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,15/03/2026,6000,7000,6500
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,15/03/2026,8000,9000,8500
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,15/03/2026,2400,2800,2600
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,15/03/2026,1200,1400,1300
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,15/03/2026,1700,2000,1850
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,15/03/2026,5000,6000,5500
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,15/03/2026,8000,9000,8500
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,15/03/2026,7000,8000,7500
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai ) APMC",Mango,Safeda,Local,15/03/2026,10000,15000,12500
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,15/03/2026,3000,3500,3250
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,15/03/2026,1500,2000,1750
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,15/03/2026,4500,5000,4750
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,15/03/2026,3000,3500,3250
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,15/03/2026,4000,4500,4250
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,15/03/2026,6500,7000,6750
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,15/03/2026,7000,7500,7250
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,15/03/2026,2500,3000,2750
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,15/03/2026,2500,2800,2650
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,15/03/2026,5500,6000,5750
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai ) APMC",Pomegranate,Pomogranate,Local,15/03/2026,15000,20000,17500
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai ) APMC","Amla(Nelli Kai)",Amla,Local,15/03/2026,7000,8000,7500
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,15/03/2026,2800,3000,2900
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,15/03/2026,2800,2800,2800
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,15/03/2026,3600,3600,3600
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,15/03/2026,5000,5600,5300
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,15/03/2026,3000,4000,3500
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,15/03/2026,2500,3000,2750
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,15/03/2026,3600,4000,3800
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,15/03/2026,2400,2600,2500
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,15/03/2026,4000,4000,4000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,15/03/2026,7200,7600,7400
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai ) APMC",Groundnut,"Big (With Shell)",Local,15/03/2026,5000,6000,5500
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,15/03/2026,3000,4000,3500
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,15/03/2026,1000,1500,1250
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,15/03/2026,1500,2000,1750
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,15/03/2026,1500,2000,1750
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,15/03/2026,6000,7000,6500
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,15/03/2026,2500,3000,2750
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,15/03/2026,3000,4000,3500
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,15/03/2026,1500,2000,1750
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,15/03/2026,1500,2000,1750
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai ) APMC","Jack Fruit(Ripe)","Jack Fruit",Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,15/03/2026,2500,3000,2750
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai ) APMC",Banana,Poovan,Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai ) APMC",Tomato,Other,Local,15/03/2026,1500,2000,1750
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,15/03/2026,1000,1500,1250
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,15/03/2026,1000,1500,1250
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,15/03/2026,1500,2000,1750
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,15/03/2026,6000,6500,6250
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai ) APMC",Marigold(Calcutta),Marigold(Calcutta),Local,15/03/2026,7500,8000,7750
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,15/03/2026,5500,6000,5750
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,15/03/2026,11000,12000,11500
"Tamil Nadu",Ramanathapuram,"Kamuthi(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,15/03/2026,1500,2000,1750
